school_name,official_school_website,twitter,facebook
Wis.-La Crosse,https://uwlathletics.com,https://twitter.com/@UWLAthletics,https://facebook.com/UWLaCrosseAthletics
Wis. Lutheran,https://wlcsports.com,https://twitter.com/@WLCsports,https://facebook.com/wlcsports
Wis.-Oshkosh,https://uwoshkoshtitans.com,https://twitter.com/@UWOshkoshTitans,https://facebook.com/UWOshkoshAthletics
Wis.-Parkside,https://parksiderangers.com,https://twitter.com/@UWPAthletics,https://facebook.com/pages/UW-Parkside-Ranger-Athletics/155504021162483
Wis.-Platteville,https://letsgopioneers.com,https://twitter.com/@uwp_pioneers,https://facebook.com/uwplatteville.athletics
Wis.-River Falls,https://uwrfsports.com,https://twitter.com/@UWRFFALCONS,https://facebook.com/UWRFAthletics
Wis.-Stevens Point,https://athletics.uwsp.edu,https://twitter.com/@UWSPAthletics,https://facebook.com/uwspathletics
Wis.-Stout,https://athletics.uwstout.edu,https://twitter.com/@stoutbluedevils,https://facebook.com/stoutbluedevils
Wis.-Superior,https://uwsyellowjackets.com,https://twitter.com/@uwsathletics,https://facebook.com/UWSATHLETICS
Wis.-Whitewater,https://uwwsports.com,https://twitter.com/@UWWAthletics,https://facebook.com/WarhawkAthletics
Wisconsin,https://uwbadgers.com,https://twitter.com/@UWBadgers,https://facebook.com/wisconsinbadgers
Wittenberg,https://wittenbergtigers.com,https://twitter.com/@WittAthletics,https://facebook.com/wittenbergathletics
William Paterson,https://wpupioneers.com,https://twitter.com/@WPUPioneers,https://facebook.com/wpupioneers
Wofford,https://athletics.wofford.edu,https://twitter.com/@WoffordTerriers,https://facebook.com/pages/Wofford-Terriers/96797388096
Wooster,https://woosterathletics.com,https://twitter.com/@WoosterSports,https://facebook.com/WoosterAthletics
Worcester St.,https://wsulancers.com,https://twitter.com/@wsulancers,https://facebook.com/worcesterstatelancers
WPI,https://athletics.wpi.edu/,https://twitter.com/@WPIAthletics,https://facebook.com/WPIAthletics
Wright St.,https://wsuraiders.com,https://twitter.com/@WSURaiders,https://facebook.com/WSURaiders
Wyoming,https://gowyo.com,https://twitter.com/@wyoathletics,https://facebook.com/wyoathletics
Xavier,https://goxavier.com,https://twitter.com/@XUAthletics,https://facebook.com/XavierMusketeers
Yale,https://yalebulldogs.com,https://twitter.com/@YaleAthletics,https://facebook.com/yalebulldogs
Yeshiva,https://yumacs.com,https://twitter.com/@YUathletics,https://facebook.com/yuathletics
York (NY),https://yorkathletics.com/,https://twitter.com/@yorkcardinals,https://facebook.com/yorkathletics
York (PA),https://ycpspartans.com,https://twitter.com/@YCPathletics,https://facebook.com/YCPathletics
Young Harris,https://yhcathletics.com,https://twitter.com/@yhcathletics,https://facebook.com/yhcathletics
Youngstown St.,https://ysusports.com,https://twitter.com/@YSUSports,https://facebook.com/ysusports
